Clf,Score
GaussianNB,330.5875820667442
MLPClassifier,330.5875820667442
KNeighborsClassifier(5),358.01754113289843
KNeighborsClassifier(8),358.01754113289843
RandomForestClassifier,358.3076470202713
RandomForestClassifier(5_estimators),360.174765896704
KNeighborsClassifier(3),360.19895843665677
KNeighborsClassifier(2),360.3002272677062
RandomForestClassifier(3_estimators),360.3942870045287
DecisionTreeClassifier(),366.67232751761026
SVM,368.20753961066157
majoritario,368.20753961066157
pessimo,369.4615452273973
minoritario,369.7480583564507
rand2,369.74806311286375
rand1,370.0215326997295
rand3,372.78910141288674
otimo,374.19034349030767
BernoulliNB,381.3007509310002
