,Discriminacao,Dificuldade,Adivinhacao
V199,-4.629,0.934,0.000
V200,0.518,-4.872,0.000
V201,-9.385,-5.073,0.054
V202,-0.248,9.934,0.021
V203,-3.226,3.262,0.000
V204,0.699,-2.021,0.000
V205,0.180,-9.642,0.002
V206,38.151,-0.035,0.000
V207,0.894,-3.170,0.000
V208,0.386,-6.932,0.000
V209,6.144,-7.288,0.000
V210,2.824,-0.878,0.000
V211,-3.226,3.262,0.000
V212,55.052,0.014,0.032
V213,1.818,-1.889,0.000
V214,2.327,-0.784,0.000
V215,3.526,-1.397,0.000
V216,-3.386,0.595,0.000
V217,0.337,-3.388,0.000
V218,4.397,0.383,0.021
V219,6.061,-1.116,0.000
V220,41.371,-0.671,0.000
V221,-15.846,-1.682,0.000
V222,7.653,0.987,0.054
V223,9.061,4.248,0.137
V224,0.699,-2.022,0.000
V225,1.020,-4.949,0.000
V226,-2.197,-2.477,0.000
V227,7.276,-4.995,0.000
V228,1.773,-2.025,0.000
V229,0.878,-4.811,0.000
V230,9.427,-3.832,0.000
V231,3.513,-0.296,0.000
V232,2.783,-1.136,0.000
V233,1.818,-1.889,0.000
V234,0.764,-2.792,0.000
V235,4.463,-0.197,0.000
V236,26.523,-0.746,0.000
V237,-11.609,-4.823,0.008
V238,-3.226,3.262,0.000
V239,0.853,-5.383,0.000
V240,48.443,-0.065,0.000
V241,3.304,1.079,0.054
V242,0.853,-5.386,0.000
V243,0.350,-2.994,0.000
V244,43.092,-0.636,0.000
V245,0.208,-8.661,0.000
V246,41.730,-0.617,0.000
V247,1.736,-3.195,0.000
V248,-33.587,-0.651,0.000
V249,9.399,-3.815,0.255
V250,-7.799,-2.507,0.000
V251,4.705,0.536,0.033
V252,43.162,0.010,0.032
V253,-3.060,-2.147,0.000
V254,-2.543,-0.398,0.021
V255,-3.340,0.657,0.000
V256,6.158,-7.288,0.000
V257,41.760,-0.617,0.000
V258,34.444,-0.047,0.000
V259,-0.217,-39.999,0.568
V260,-8.737,1.027,0.000
V261,-2.045,1.508,0.000
V262,4.270,-0.105,0.000
V263,-20.486,-0.553,0.000
V264,-14.406,4.271,0.000
V265,-2.263,-1.064,0.160
V266,7.149,-6.280,0.000
V267,57.081,0.022,0.032
V268,0.427,-5.760,0.000
V269,6.004,-0.231,0.000
V270,0.290,-1.763,0.000
V271,8.693,0.331,0.032
V272,27.160,-0.726,0.000
V273,6.061,-1.116,0.000
V274,4.758,-0.258,0.000
V275,1.465,-1.770,0.000
V276,-3.193,-0.842,0.000
V277,41.760,-0.047,0.000
V278,3.721,-0.610,0.000
V279,-0.428,6.079,0.001
V280,2.697,-2.569,0.000
V281,24.650,-1.984,0.000
V282,39.220,-0.645,0.000
V283,2.700,1.020,0.031
V284,-3.997,-5.096,0.613
V285,-1.236,-2.755,0.034
V286,2.284,-1.218,0.000
V287,3.023,-0.608,0.000
V288,3.100,0.377,0.000
V289,-4.293,1.104,0.000
V290,9.455,-3.832,0.000
V291,26.523,-0.746,0.000
V292,2.866,3.279,0.090
V293,26.609,-2.377,0.000
V294,2.772,-0.726,0.000
V295,40.675,-0.664,0.000
V296,28.515,0.002,0.032
V297,5.065,-1.697,0.000
V298,34.802,-0.056,0.000
V299,46.454,-1.041,0.000
V300,43.091,-0.636,0.000
V301,5.445,-0.145,0.000
V302,-1.623,-1.505,0.000
V303,-14.406,4.271,0.000
V304,6.175,-7.288,0.000
V305,2.337,-1.535,0.000
V306,50.903,-0.038,0.000
