Clf,Score
BernoulliNB,215.25257358408197
KNeighborsClassifier(8),215.25257358408197
MLPClassifier,215.25257358408197
rand1,215.25257358408197
rand3,215.25257358408197
majoritario,215.25257358408197
minoritario,215.25257358408197
pessimo,215.25257358408197
rand2,220.75159391485212
KNeighborsClassifier(5),227.04850380955438
GaussianNB,232.24346232449972
SVM,237.53555358423827
RandomForestClassifier(5_estimators),241.42986627128286
RandomForestClassifier(3_estimators),244.98307040541465
DecisionTreeClassifier(),256.0404642672216
RandomForestClassifier,264.245019595755
KNeighborsClassifier(3),265.5330062266604
KNeighborsClassifier(2),268.1825532784509
otimo,280.7471281914369
