Metodo,Acuracia
GaussianNB,0.6464646464646465
BernoulliNB,0.24242424242424243
KNeighborsClassifier(2),0.9259259259259259
KNeighborsClassifier(3),0.898989898989899
KNeighborsClassifier(5),0.7407407407407407
KNeighborsClassifier(8),0.5151515151515151
DecisionTreeClassifier(),0.7643097643097643
RandomForestClassifier(3_estimators),0.7104377104377104
RandomForestClassifier(5_estimators),0.835016835016835
RandomForestClassifier,0.9023569023569024
SVM,0.797979797979798
MLPClassifier,0.7037037037037037
rand1,0.1111111111111111
rand2,0.09427609427609428
rand3,0.10101010101010101
majoritario,0.09090909090909091
minoritario,0.09090909090909091
pessimo,0.0
otimo,1.0
