Clf,Theta
GaussianNB,1.3829366033102202
BernoulliNB,1.2282860390122528
KNeighborsClassifier(2),2.0278535856722737
KNeighborsClassifier(3),1.9249381007638617
KNeighborsClassifier(5),1.3338731016520917
KNeighborsClassifier(8),1.2282860390122528
DecisionTreeClassifier(),1.6860095504006472
RandomForestClassifier(3_estimators),1.5204831285334177
RandomForestClassifier(5_estimators),1.4785517407945978
RandomForestClassifier,1.8826412459202695
SVM,1.4361994227569106
MLPClassifier,1.2282860390122528
rand1,1.2282860390122528
rand2,1.2769196009013577
rand3,1.2282860390122528
majoritario,1.2282860390122528
minoritario,1.2282860390122528
pessimo,1.2282860390122528
otimo,3.4397082782733253
