Clf,Theta
GaussianNB,0.10031147012895013
BernoulliNB,-0.64291138604959
KNeighborsClassifier(2),-3.2612826003092477
KNeighborsClassifier(3),-1.2647300302669329
KNeighborsClassifier(5),-1.2676123398600116
KNeighborsClassifier(8),-1.3171321114072518
DecisionTreeClassifier(),-0.30326145257037923
RandomForestClassifier(3_estimators),0.12941369945029785
RandomForestClassifier(5_estimators),-0.33129862490141376
RandomForestClassifier,0.3023963721314701
SVM,-1.012255713914157
MLPClassifier,1.1963376213736256
rand1,-0.9093443918252175
rand2,-0.894087818230147
rand3,-1.0820416916747013
majoritario,-3.2612826003092477
minoritario,17.94528260030925
pessimo,-1.018655138287399
otimo,1.9335635468012986
