Metodo,Acuracia
GaussianNB,0.852
BernoulliNB,0.89
KNeighborsClassifier(2),0.826
KNeighborsClassifier(3),0.846
KNeighborsClassifier(5),0.848
KNeighborsClassifier(8),0.824
DecisionTreeClassifier(),0.92
RandomForestClassifier(3_estimators),0.936
RandomForestClassifier(5_estimators),0.946
RandomForestClassifier,0.974
SVM,0.864
MLPClassifier,0.948
rand1,0.5
rand2,0.478
rand3,0.472
majoritario,0.606
minoritario,0.394
pessimo,0.0
otimo,1.0
