Metodo,Acuracia
GaussianNB,0.6926147704590818
BernoulliNB,0.8203592814371258
KNeighborsClassifier(2),0.8263473053892215
KNeighborsClassifier(3),0.8982035928143712
KNeighborsClassifier(5),0.9261477045908184
KNeighborsClassifier(8),0.908183632734531
DecisionTreeClassifier(),0.9660678642714571
RandomForestClassifier(3_estimators),0.9401197604790419
RandomForestClassifier(5_estimators),0.9341317365269461
RandomForestClassifier,0.9540918163672655
SVM,0.9421157684630739
MLPClassifier,0.93812375249501
rand1,0.27944111776447106
rand2,0.2435129740518962
rand3,0.24750499001996007
majoritario,0.7005988023952096
minoritario,0.03792415169660679
pessimo,0.0
otimo,1.0
