Clf,Theta
GaussianNB,1.852876061103785
BernoulliNB,0.39300175106897867
KNeighborsClassifier(2),1.4384926584518698
KNeighborsClassifier(3),1.686479271038818
KNeighborsClassifier(5),1.933574231549684
KNeighborsClassifier(8),1.9018422684927576
DecisionTreeClassifier(),2.8484070830331802
RandomForestClassifier(3_estimators),2.031186956917042
RandomForestClassifier(5_estimators),2.2162129928801413
RandomForestClassifier,2.2443541837928516
SVM,2.239340766905077
MLPClassifier,2.17779835285061
rand1,1.5211013842358305
rand2,0.691442118202536
rand3,1.0270532435604414
majoritario,0.39300175106897867
minoritario,1.8179517153756481
pessimo,0.6028335886469397
otimo,5.999840203983694
