Clf,Score
BernoulliNB,39.67368828356088
majoritario,39.67368828356088
pessimo,40.632875470940476
rand2,41.23589888781548
rand3,46.11309367034683
KNeighborsClassifier(2),59.55207615837652
rand1,62.901837121522135
KNeighborsClassifier(3),72.02894475120911
minoritario,77.95077831193416
GaussianNB,79.206776123253
KNeighborsClassifier(8),80.87646084158605
KNeighborsClassifier(5),81.91317758043516
RandomForestClassifier(3_estimators),84.89604319020839
MLPClassifier,88.7452534970364
RandomForestClassifier(5_estimators),89.61443232082057
SVM,90.10850225602266
RandomForestClassifier,90.21270794083676
DecisionTreeClassifier(),97.54892274229644
otimo,103.38000460934215
