Clf,Score
rand1,127.76658407864787
KNeighborsClassifier(3),129.55068852763966
KNeighborsClassifier(2),130.70114990337447
minoritario,132.42772899996905
GaussianNB,133.11237606351764
KNeighborsClassifier(8),134.09826461131954
KNeighborsClassifier(5),134.75264901198656
RandomForestClassifier(3_estimators),136.7871921218841
MLPClassifier,139.64508049471212
RandomForestClassifier(5_estimators),140.31123048735498
SVM,140.69152775264567
RandomForestClassifier,140.77184018101852
DecisionTreeClassifier(),146.33817892407717
otimo,150.2653239988909
rand3,206.83911201700957
rand2,319.38538013808983
pessimo,339.6878573361556
BernoulliNB,367.7518549902992
majoritario,367.7518549902992
