Clf,Score
GaussianNB,339.47378744764785
minoritario,339.47378744764785
pessimo,339.47378744764785
rand1,393.5780690841967
rand2,416.32239030610026
rand3,422.3508098880369
KNeighborsClassifier(3),454.54183598310823
KNeighborsClassifier(2),457.0381983545219
KNeighborsClassifier(5),457.0381983545219
RandomForestClassifier(5_estimators),458.4738438943489
otimo,458.58290366892237
RandomForestClassifier(3_estimators),458.7388788484386
RandomForestClassifier,460.09139214751605
BernoulliNB,460.5446159335749
KNeighborsClassifier(8),460.5446159335749
DecisionTreeClassifier(),460.5446159335749
SVM,460.5446159335749
MLPClassifier,460.5446159335749
majoritario,460.5446159335749
