Clf,Theta
GaussianNB,-0.49857119257830484
BernoulliNB,1.1085670626986384
KNeighborsClassifier(2),0.6697141694537482
KNeighborsClassifier(3),0.5290110308801969
KNeighborsClassifier(5),0.6697141694537482
KNeighborsClassifier(8),1.1085670626986384
DecisionTreeClassifier(),1.1085670626986384
RandomForestClassifier(3_estimators),0.8136115828143513
RandomForestClassifier(5_estimators),0.7866406260717925
RandomForestClassifier,1.0053597694984067
SVM,1.1085670626986384
MLPClassifier,1.1085670626986384
rand1,-0.24884439960530844
rand2,-0.09702148259381294
rand3,-0.04638954828225412
majoritario,1.1085670626986384
minoritario,-0.49857119257830484
pessimo,-0.49857119257830484
otimo,0.7974659311836241
