Clf,Theta
GaussianNB,-0.4152003623518563
BernoulliNB,-1.2431413860561205
KNeighborsClassifier(2),1.5869441314820198
KNeighborsClassifier(3),1.5099124721953234
KNeighborsClassifier(5),1.4963310367792366
KNeighborsClassifier(8),1.5363092841867971
DecisionTreeClassifier(),0.4568247198229908
RandomForestClassifier(3_estimators),0.5399294711454112
RandomForestClassifier(5_estimators),1.1539197121829727
RandomForestClassifier,1.224445505062359
SVM,0.7769955907078753
MLPClassifier,1.56793271060352
rand1,-1.2431413860561205
rand2,-0.34645052009970845
rand3,-1.2431413860561205
majoritario,-0.18456860027061942
minoritario,-0.18456860027061942
pessimo,-1.2431413860561205
otimo,8.775136809341829
