Clf,Score
KNeighborsClassifier(2),58.85018730573126
GaussianNB,61.39698059102947
MLPClassifier,63.309804553244774
KNeighborsClassifier(8),64.24522472784463
rand3,85.6597763677246
SVM,94.5360318206297
KNeighborsClassifier(5),95.41889545012351
majoritario,96.55929446429347
pessimo,96.55929446429347
rand1,97.7263340682518
KNeighborsClassifier(3),98.52083354640303
minoritario,99.24736501360266
RandomForestClassifier,100.35284633053806
RandomForestClassifier(5_estimators),101.07877932522564
rand2,101.30913148141457
DecisionTreeClassifier(),102.53874033911715
RandomForestClassifier(3_estimators),103.6461341631514
otimo,107.11422749375593
BernoulliNB,117.35981275030338
