Clf,Theta
GaussianNB,-0.9165318920035518
BernoulliNB,0.32299254308927366
KNeighborsClassifier(2),0.08577032086705151
KNeighborsClassifier(3),0.32299254308927366
KNeighborsClassifier(5),0.32299254308927366
KNeighborsClassifier(8),0.08577032086705151
DecisionTreeClassifier(),-0.23217306353522396
RandomForestClassifier(3_estimators),-0.23217306353522396
RandomForestClassifier(5_estimators),-0.23217306353522396
RandomForestClassifier,-0.23217306353522396
SVM,0.32299254308927366
MLPClassifier,0.32299254308927366
rand1,-1.5140079420347852
rand2,-1.4715116055972628
rand3,-1.1879772604850538
majoritario,-1.4455172666917644
minoritario,-1.3244905323089404
pessimo,-2.4219995969237442
otimo,0.32299254308927366
