Metodo,Acuracia
GaussianNB,0.7523729086229085
BernoulliNB,0.8449163449163448
KNeighborsClassifier(2),0.8646155083655083
KNeighborsClassifier(3),0.8932995495495497
KNeighborsClassifier(5),0.8905566280566279
KNeighborsClassifier(8),0.8932432432432433
DecisionTreeClassifier(),0.7256676319176318
RandomForestClassifier(3_estimators),0.6878861003861004
RandomForestClassifier(5_estimators),0.7964285714285715
RandomForestClassifier,0.8484234234234235
SVM,0.9175193050193051
MLPClassifier,0.9174871299871301
rand1,0.07112970711297072
rand2,0.09623430962343096
rand3,0.09205020920502092
majoritario,0.10251046025104603
minoritario,0.09832635983263599
pessimo,0.0
otimo,1.0
