Clf,Score
rand1,375.50762745027254
rand2,375.50762745027254
rand3,375.50762745027254
majoritario,375.50762745027254
minoritario,375.50762745027254
pessimo,375.50762745027254
GaussianNB,379.7971709874432
RandomForestClassifier(5_estimators),395.8018448806229
RandomForestClassifier(3_estimators),399.50545740959626
BernoulliNB,407.9144044492827
DecisionTreeClassifier(),410.44202261617056
RandomForestClassifier,412.3982913495748
KNeighborsClassifier(8),416.2561566224744
KNeighborsClassifier(2),418.64671158470657
KNeighborsClassifier(3),419.59114993330627
KNeighborsClassifier(5),424.608449151161
SVM,431.4514453033429
MLPClassifier,438.96585207363495
otimo,447.94813222058013
