Clf,Theta
GaussianNB,0.04647472401491928
BernoulliNB,-2.748659288878125
KNeighborsClassifier(2),1.504714650758815
KNeighborsClassifier(3),1.9918984172528995
KNeighborsClassifier(5),1.4786537884175879
KNeighborsClassifier(8),1.8305171436351164
DecisionTreeClassifier(),-0.7458314827857347
RandomForestClassifier(3_estimators),-0.47700952224203785
RandomForestClassifier(5_estimators),-0.028394157601371955
RandomForestClassifier,-0.024950967770490322
SVM,-0.07738550668249344
MLPClassifier,1.1484587236083597
rand1,-2.8988540281254966
rand2,-1.010864474349815
rand3,-1.6291495683067903
majoritario,-2.748659288878125
minoritario,-2.748659288878125
pessimo,-2.8988540281254966
otimo,18.312854028125503
