Metodo,Acuracia
GaussianNB,0.9166666666666667
BernoulliNB,0.06866666666666667
KNeighborsClassifier(2),0.9726666666666665
KNeighborsClassifier(3),0.974
KNeighborsClassifier(5),0.9786666666666667
KNeighborsClassifier(8),0.974
DecisionTreeClassifier(),0.8653333333333334
RandomForestClassifier(3_estimators),0.8786666666666667
RandomForestClassifier(5_estimators),0.9313333333333332
RandomForestClassifier,0.9466666666666667
SVM,0.9419999999999998
MLPClassifier,0.9593333333333334
rand1,0.084
rand2,0.096
rand3,0.126
majoritario,0.1
minoritario,0.1
pessimo,0.0
otimo,1.0
