Clf,Theta
GaussianNB,1.5482832406792109
BernoulliNB,1.5482832406792109
KNeighborsClassifier(2),-0.2170015126415612
KNeighborsClassifier(3),-0.8185457877230533
KNeighborsClassifier(5),-0.2170015126415612
KNeighborsClassifier(8),0.2226929936497672
DecisionTreeClassifier(),-0.21662530090916274
RandomForestClassifier(3_estimators),1.5482832406792109
RandomForestClassifier(5_estimators),-0.9724072688978397
RandomForestClassifier,-0.8134244821227188
SVM,-0.2586221913460946
MLPClassifier,1.5482832406792109
rand1,-1.5916376167302921
rand2,-1.5499549563202255
rand3,-2.1489997194062247
majoritario,-0.2586221913460946
minoritario,-2.549285112597646
pessimo,-1.6417283369807065
otimo,-1.2664086843134297
