Clf,Theta
GaussianNB,1.7474064163206062
BernoulliNB,0.19258761013024453
KNeighborsClassifier(2),-0.11118977572282254
KNeighborsClassifier(3),-0.006840812872222783
KNeighborsClassifier(5),0.045303553650081235
KNeighborsClassifier(8),0.021896964580624175
DecisionTreeClassifier(),-1.0607869310853397
RandomForestClassifier(3_estimators),0.21278336046909663
RandomForestClassifier(5_estimators),0.031453356251541255
RandomForestClassifier,0.763164443953816
SVM,-0.5195406306296098
MLPClassifier,1.4544756716341645
rand1,-1.8887566116196532
rand2,-1.4104749915700396
rand3,-1.3107941576411295
majoritario,-0.5195406306296098
minoritario,-3.039114781087097
pessimo,-1.7105865591231952
otimo,1.5207416152192434
