Clf,Score
SVM,200.33263380486875
majoritario,200.33263380486875
rand1,230.42003122343195
minoritario,230.54837986350248
pessimo,230.54837986350248
rand3,230.65797855812878
rand2,230.74989091006887
DecisionTreeClassifier(),230.7577970748022
GaussianNB,230.9544835028815
BernoulliNB,231.18669171749778
RandomForestClassifier(5_estimators),231.21461846354111
RandomForestClassifier(3_estimators),231.29933500917062
KNeighborsClassifier(8),231.65357664554094
KNeighborsClassifier(5),232.76471040615593
KNeighborsClassifier(3),232.7877042743609
KNeighborsClassifier(2),233.29865197767387
RandomForestClassifier,236.07358412784555
MLPClassifier,246.72839017277607
otimo,247.5702859957826
