Metodo,Acuracia
GaussianNB,0.4157047511337959
BernoulliNB,0.355634732269435
KNeighborsClassifier(2),0.6196091504666027
KNeighborsClassifier(3),0.6258003700054385
KNeighborsClassifier(5),0.6113953027968861
KNeighborsClassifier(8),0.598910236134467
DecisionTreeClassifier(),0.5124826773284059
RandomForestClassifier(3_estimators),0.5178186290684101
RandomForestClassifier(5_estimators),0.5535576045674964
RandomForestClassifier,0.5960258548695765
SVM,0.2987628938703343
MLPClassifier,0.5025535153929999
rand1,0.17365269461077845
rand2,0.2215568862275449
rand3,0.18363273453093812
majoritario,0.2994011976047904
minoritario,0.10179640718562874
pessimo,0.0
otimo,1.0
