Clf,Score
SVM,124.11365244224096
majoritario,124.11365244224096
rand1,205.41784400077654
minoritario,206.0367818176554
pessimo,206.0367818176554
rand3,206.77818106636
rand2,207.96218234758533
DecisionTreeClassifier(),208.11891392443613
GaussianNB,210.3865444061994
BernoulliNB,211.98007273629628
RandomForestClassifier(5_estimators),212.20295090474252
RandomForestClassifier(3_estimators),213.1699936055733
KNeighborsClassifier(8),215.9053566430518
KNeighborsClassifier(5),218.47873441344936
KNeighborsClassifier(3),218.52636582808051
KNeighborsClassifier(2),219.59004109116688
RandomForestClassifier,224.8264449329739
MLPClassifier,238.9328658786971
otimo,240.02011392385936
