Clf,Theta
GaussianNB,0.2965215413383398
BernoulliNB,0.42068511454918606
KNeighborsClassifier(2),1.1350181763945533
KNeighborsClassifier(3),1.0385139515943351
KNeighborsClassifier(5),1.0344007948978993
KNeighborsClassifier(8),0.8141900423521482
DecisionTreeClassifier(),0.12869766393709414
RandomForestClassifier(3_estimators),0.5291971079077338
RandomForestClassifier(5_estimators),0.439581569317397
RandomForestClassifier,1.7037171327972787
SVM,-1.7737935281872346
MLPClassifier,3.599256335516112
rand1,-0.04026740235465457
rand2,0.1174304886621523
rand3,0.03746993182472934
majoritario,-1.7737935281872346
minoritario,-0.0067982994647452066
pessimo,-0.0067982994647452066
otimo,3.8897401278287407
