Clf,Score
minoritario,102.09053578201016
pessimo,102.09053578201016
rand2,112.97979398966241
rand3,113.0010008558212
rand1,129.40239271651237
KNeighborsClassifier(2),138.3153187302421
GaussianNB,141.1410111239935
BernoulliNB,141.1410111239935
KNeighborsClassifier(3),141.1410111239935
KNeighborsClassifier(5),141.1410111239935
KNeighborsClassifier(8),141.1410111239935
DecisionTreeClassifier(),141.1410111239935
RandomForestClassifier(3_estimators),141.1410111239935
RandomForestClassifier(5_estimators),141.1410111239935
RandomForestClassifier,141.1410111239935
SVM,141.1410111239935
MLPClassifier,141.1410111239935
majoritario,141.1410111239935
otimo,141.1410111239935
