Clf,Theta
GaussianNB,0.11335499278149956
BernoulliNB,0.8171351522505562
KNeighborsClassifier(2),-0.09344018104834917
KNeighborsClassifier(3),0.03366261737385822
KNeighborsClassifier(5),0.517554905336976
KNeighborsClassifier(8),0.37517431749058694
DecisionTreeClassifier(),-0.024301949544026202
RandomForestClassifier(3_estimators),-0.03111426846606442
RandomForestClassifier(5_estimators),-0.020705665032599654
RandomForestClassifier,0.12793876282056943
SVM,0.8171351522505562
MLPClassifier,-0.042503496051403716
rand1,-0.6712862819228838
rand2,-0.6828107209322117
rand3,-0.6898170457307835
majoritario,0.8171351522505562
minoritario,-2.019142440662192
pessimo,-1.3415318957422395
otimo,0.021092948643715238
