Clf,Theta
GaussianNB,10.681143441084243
BernoulliNB,10.681143441084243
KNeighborsClassifier(2),10.681143441084243
KNeighborsClassifier(3),10.681143441084243
KNeighborsClassifier(5),10.681143441084243
KNeighborsClassifier(8),10.681143441084243
DecisionTreeClassifier(),10.681143441084243
RandomForestClassifier(3_estimators),10.681143441084243
RandomForestClassifier(5_estimators),10.681143441084243
RandomForestClassifier,10.681143441084243
SVM,10.681143441084243
MLPClassifier,10.681143441084243
rand1,14.472918709730399
rand2,14.657854742209222
rand3,14.657854742209222
majoritario,10.681143441084243
minoritario,14.657854742209222
pessimo,14.657854742209222
otimo,10.681143441084243
