,Discriminacao,Dificuldade,Adivinhacao
V1,2.809,0.190,0.030
V2,3.025,-1.121,0.000
V3,1.580,-0.876,0.000
V4,4.823,0.790,0.018
V5,1.056,-3.478,0.000
V6,2.030,-1.656,0.000
V7,0.913,-3.942,0.000
V8,-2.308,0.365,0.000
V9,0.993,-1.521,0.000
V10,-2.695,-0.242,0.000
V11,1.482,0.955,0.000
V12,0.997,-3.776,0.000
V13,5.698,-0.160,0.023
V14,48.371,-0.009,0.023
V15,1.632,-0.705,0.000
V16,5.715,0.104,0.000
V17,43.483,-0.672,0.000
V18,-0.945,0.830,0.000
V19,0.623,-2.721,0.000
V20,-0.660,-1.756,0.000
V21,3.270,-0.796,0.000
V22,1.082,-1.115,0.000
V23,4.616,0.334,0.024
V24,3.923,0.094,0.000
V25,2.024,-1.657,0.000
V26,1.458,-3.222,0.000
V27,0.833,-3.252,0.000
V28,3.454,0.318,0.025
V29,2.356,-0.253,0.000
V30,1.508,-0.727,0.000
V31,2.451,-0.728,0.000
V32,0.691,-3.225,0.000
V33,30.470,0.707,0.035
V34,1.690,-1.453,0.000
V35,-1.951,0.843,0.000
V36,3.876,-2.052,0.000
V37,3.188,9.609,0.053
V38,55.428,-0.637,0.036
V39,1.428,-2.753,0.000
V40,4.305,-0.017,0.048
V41,2.874,0.098,0.028
V42,0.534,-3.891,0.000
V43,2.275,-1.291,0.000
V44,1.837,-0.728,0.000
V45,3.963,0.666,0.022
V46,1.228,-2.788,0.000
V47,0.941,-1.970,0.000
V48,4.724,0.722,0.018
V49,1.327,-0.145,0.000
V50,0.712,-3.585,0.000
V51,2.386,-1.342,0.000
V52,1.890,-2.002,0.000
V53,1.457,-1.326,0.000
V54,-2.829,0.942,0.000
V55,0.953,-3.859,0.000
V56,2.933,-1.302,0.000
V57,0.738,-1.528,0.000
V58,-2.752,0.574,0.000
V59,-2.087,0.838,0.000
V60,-23.697,-2.103,0.009
V61,1.629,-2.922,0.000
V62,-2.843,0.371,0.000
V63,2.633,-0.820,0.000
V64,-3.397,-1.228,0.010
V65,0.910,-2.709,0.000
V66,2.659,0.448,0.031
V67,-0.909,1.317,0.000
V68,1.106,-0.514,0.000
V69,0.931,-2.918,0.000
V70,3.159,-2.001,0.000
V71,2.477,-1.154,0.000
V72,1.066,-3.464,0.000
V73,36.347,0.696,0.035
V74,1.045,-0.710,0.000
V75,1.197,-0.324,0.000
V76,-1.590,-0.556,0.000
V77,1.595,-0.658,0.000
V78,-3.693,-1.407,0.011
V79,0.795,-4.034,0.000
V80,-4.124,0.904,0.000
V81,3.965,0.666,0.022
V82,4.949,0.834,0.036
V83,3.628,0.959,0.000
V84,5.890,0.958,0.018
V85,-2.437,-0.113,0.000
V86,-1.906,1.026,0.000
V87,0.529,-4.814,0.000
V88,-2.060,0.186,0.000
V89,2.632,-0.820,0.000
V90,2.575,0.156,0.000
V91,3.092,-1.552,0.000
V92,2.240,-0.591,0.000
V93,1.782,-1.637,0.000
V94,1.199,-0.816,0.000
V95,3.346,-0.895,0.000
V96,-3.782,-2.496,0.027
V97,-2.584,-1.204,0.000
V98,1.727,-1.965,0.000
V99,-2.271,-0.790,0.000
V100,2.106,-0.264,0.000
V101,-2.026,0.930,0.000
V102,0.636,-3.868,0.000
V103,5.478,-0.113,0.023
V104,1.385,-2.932,0.000
V105,35.705,0.691,0.035
V106,5.513,0.407,0.047
V107,-1.790,0.624,0.000
V108,1.438,-0.798,0.000
V109,0.710,-2.576,0.000
V110,1.230,-2.786,0.000
V111,-2.205,0.058,0.000
V112,0.684,-4.636,0.000
V113,-3.020,0.574,0.000
V114,0.966,-3.633,0.000
V115,0.830,-2.419,0.000
V116,2.464,0.196,0.000
V117,-1.534,0.397,0.000
V118,-0.614,-2.137,0.000
V119,1.251,-2.023,0.000
V120,-2.731,1.033,0.000
V121,-2.723,-0.474,0.000
V122,-3.644,-2.896,0.036
V123,-1.333,-0.397,0.000
V124,-1.644,0.535,0.000
V125,-1.909,0.491,0.000
V126,-1.051,-1.543,0.000
V127,3.683,-1.397,0.000
V128,3.853,0.819,0.037
V129,-1.340,0.246,0.000
V130,0.835,-3.397,0.000
V131,4.727,0.458,0.024
V132,0.576,-4.524,0.000
V133,3.638,0.238,0.061
V134,-2.531,-1.037,0.000
V135,-2.056,0.491,0.000
V136,3.177,-0.250,0.058
V137,2.687,0.237,0.050
V138,5.112,0.868,0.036
V139,1.348,-0.995,0.000
V140,3.772,-1.595,0.000
V141,-2.335,0.787,0.000
V142,0.810,-3.797,0.000
V143,-1.949,0.933,0.000
V144,3.188,0.565,0.089
V145,-3.914,0.832,0.000
V146,-1.543,1.383,0.000
V147,1.581,-1.288,0.000
V148,0.506,-3.900,0.000
V149,-1.181,-0.597,0.000
V150,1.021,-1.219,0.000
V151,5.858,0.547,0.024
V152,3.460,-0.367,0.070
V153,-0.652,-2.037,0.000
V154,2.011,-1.030,0.000
V155,2.436,0.219,0.027
V156,21.328,0.594,0.053
V157,18.913,-2.086,0.000
V158,-1.990,0.842,0.000
V159,2.789,-2.215,0.000
V160,-1.423,0.910,0.000
V161,-1.291,-1.997,0.000
V162,1.480,-0.574,0.000
V163,2.804,-0.232,0.025
V164,0.808,-3.627,0.000
V165,-1.846,0.090,0.000
V166,1.988,0.491,0.000
V167,0.684,-4.636,0.000
V168,5.203,0.524,0.018
V169,1.102,-1.727,0.000
V170,-1.681,-3.153,0.028
V171,3.213,-1.350,0.000
V172,4.074,0.366,0.040
V173,-2.878,0.076,0.000
V174,2.112,-0.855,0.000
V175,2.519,0.685,0.025
V176,-0.914,-1.600,0.000
V177,-1.576,1.091,0.000
V178,1.578,-0.558,0.000
V179,2.519,-0.626,0.000
V180,-2.333,1.006,0.000
V181,-1.503,0.953,0.000
V182,-1.626,-1.036,0.000
V183,2.205,-1.628,0.000
V184,-2.803,-2.536,0.048
V185,3.051,0.012,0.028
V186,3.843,-0.173,0.024
V187,3.915,0.106,0.024
V188,3.282,0.728,0.000
V189,1.212,-1.802,0.000
V190,0.556,-5.073,0.000
V191,2.947,0.350,0.024
V192,1.097,-2.802,0.000
V193,-2.818,0.288,0.000
V194,3.010,0.165,0.000
V195,1.368,0.056,0.000
V196,4.565,0.991,0.018
V197,1.075,-2.175,0.000
V198,2.196,-1.363,0.000
V199,4.188,0.932,0.036
V200,0.959,-1.552,0.000
V201,1.821,-0.782,0.000
V202,-1.739,-0.008,0.000
V203,3.269,0.354,0.024
V204,0.629,-4.450,0.000
V205,1.173,-1.600,0.000
V206,5.421,-1.637,0.000
V207,-4.706,-0.683,0.000
V208,-1.131,-0.450,0.000
V209,1.341,-0.605,0.000
V210,4.470,0.392,0.048
V211,-4.450,-1.613,0.093
V212,1.303,-2.718,0.000
V213,-1.284,-1.265,0.000
V214,0.855,-3.872,0.000
V215,1.605,-1.476,0.000
V216,1.874,-2.651,0.000
V217,-2.174,0.320,0.000
