Clf,Score
GaussianNB,120.6250266537645
minoritario,120.6250266537645
RandomForestClassifier(3_estimators),168.74356758075513
RandomForestClassifier(5_estimators),170.6472148237815
RandomForestClassifier,181.5139626675946
rand3,183.32277626025186
DecisionTreeClassifier(),185.67692334367834
rand2,188.39619918451416
rand1,188.9132164906054
KNeighborsClassifier(5),190.2872927015111
BernoulliNB,190.7361810705093
KNeighborsClassifier(3),191.28000053626693
pessimo,191.65386373145947
otimo,194.32455354554727
KNeighborsClassifier(8),201.3975023414037
KNeighborsClassifier(2),202.07807584957212
SVM,210.03278841343467
MLPClassifier,210.03278841343467
majoritario,210.03278841343467
