,Discriminacao,Dificuldade,Adivinhacao
V1,7.812,-0.241,0.000
V2,26.581,-3.103,0.000
V3,2.610,-2.179,0.000
V4,1.490,-2.404,0.000
V5,26.039,-3.107,0.000
V6,-4.360,-0.102,0.000
V7,2.188,-1.926,0.000
V8,1.552,-2.523,0.000
V9,4.377,-0.808,0.000
V10,1.758,-1.535,0.000
V11,26.050,-3.100,0.000
V12,5.081,-0.530,0.000
V13,1.457,-2.286,0.000
V14,-3.515,-1.158,0.000
V15,3.578,-0.125,0.000
V16,28.135,-0.757,0.000
V17,-3.578,-0.125,0.000
V18,-5.712,-0.597,0.000
V19,2.849,-1.846,0.000
V20,6.391,-0.255,0.000
V21,4.111,0.088,0.000
V22,5.229,-0.239,0.000
V23,-3.578,-0.125,0.000
V24,-31.880,0.037,0.000
V25,-29.310,-1.697,0.016
V26,1.552,-2.523,0.000
V27,-4.909,0.173,0.000
V28,-21.987,-0.613,0.000
V29,6.391,-0.255,0.000
V30,5.712,-0.597,0.000
V31,30.558,-1.698,0.000
V32,5.766,-0.463,0.000
V33,-4.360,-0.102,0.000
V34,7.414,-0.455,0.000
V35,3.284,-0.556,0.000
V36,5.022,-0.216,0.000
V37,3.707,0.421,0.000
V38,3.494,-1.390,0.000
V39,31.367,-3.806,0.000
V40,4.229,-0.845,0.000
V41,-4.909,0.173,0.000
V42,1.553,-2.522,0.000
V43,4.164,-1.559,0.000
V44,1.261,-2.656,0.000
V45,-3.066,0.808,0.000
V46,-7.448,0.458,0.000
V47,4.164,-1.559,0.000
V48,-4.910,-0.460,0.000
V49,1.922,-1.524,0.000
V50,29.904,-2.397,0.000
V51,2.849,-1.846,0.000
V52,2.034,-2.723,0.000
V53,-4.111,0.088,0.000
V54,-4.228,-0.845,0.000
V55,5.737,-0.389,0.000
V56,4.342,0.501,0.000
V57,2.188,-1.926,0.000
V58,2.034,-2.723,0.000
V59,-5.858,0.388,0.000
V60,29.399,-3.808,0.000
V61,-4.135,0.112,0.000
V62,2.610,-2.179,0.000
V63,25.191,-3.099,0.000
V64,20.811,-0.041,0.000
V65,3.578,-0.125,0.000
V66,2.034,-2.723,0.000
V67,1.638,-1.336,0.000
V68,2.736,-0.951,0.000
V69,1.552,-2.523,0.000
V70,-4.228,-0.845,0.000
V71,8.921,-0.296,0.000
V72,-4.906,0.786,0.000
V73,-49.137,-1.045,0.016
V74,-7.449,0.458,0.000
V75,30.527,-1.698,0.000
V76,30.521,-1.698,0.000
V77,6.738,-0.394,0.000
V78,21.990,0.000,0.000
V79,2.849,-1.846,0.000
V80,23.627,0.023,0.000
V81,3.680,-1.473,0.000
V82,-3.856,0.730,0.000
V83,-4.199,0.534,0.000
V84,2.132,-1.812,0.000
V85,26.555,-3.106,0.000
V86,21.516,-0.589,0.000
V87,21.360,-0.620,0.000
V88,3.515,-1.158,0.000
V89,4.229,-0.845,0.000
V90,2.208,-2.335,0.000
