Clf,Theta
GaussianNB,0.3976972951603496
BernoulliNB,0.8735617939633544
KNeighborsClassifier(2),0.5223801099507672
KNeighborsClassifier(3),0.33152235465275043
KNeighborsClassifier(5),0.27592085650379733
KNeighborsClassifier(8),0.8735617939633544
DecisionTreeClassifier(),0.36379186523870183
RandomForestClassifier(3_estimators),0.2159529706571611
RandomForestClassifier(5_estimators),0.22993684343576365
RandomForestClassifier,0.08542868715959938
SVM,0.6019077311835203
MLPClassifier,0.8735617939633544
rand1,0.3862238236734041
rand2,0.5371601317322171
rand3,0.4521127390141722
majoritario,0.8735617939633544
minoritario,0.08542868715959938
pessimo,0.7497860177136888
otimo,0.1979784843077827
