Clf,Theta
GaussianNB,-0.003417519356683605
BernoulliNB,0.04719419773640318
KNeighborsClassifier(2),-0.09362671034244996
KNeighborsClassifier(3),-0.11940293947041779
KNeighborsClassifier(5),-0.07447989166881669
KNeighborsClassifier(8),-12.581351160387388
DecisionTreeClassifier(),-0.045441053037164815
RandomForestClassifier(3_estimators),-0.15997678170208135
RandomForestClassifier(5_estimators),0.10957548040866094
RandomForestClassifier,0.1620001155566139
SVM,0.5899689116054986
MLPClassifier,1.2643201671048772
rand1,-0.5817823715324119
rand2,-0.5753408731083745
rand3,-0.3168295581772052
majoritario,-0.5753030807447392
minoritario,-0.5817823715324119
pessimo,-0.5817823715324119
otimo,2.2245568750383433
