Clf,Score
KNeighborsClassifier(8),90.25374492927868
rand1,396.1058351663706
minoritario,396.1058351663706
pessimo,396.1058351663706
rand2,397.0547554536662
majoritario,397.06028643112717
rand3,425.9172464871275
RandomForestClassifier(3_estimators),437.89382885131226
KNeighborsClassifier(3),440.80143113694544
KNeighborsClassifier(2),442.6374221313199
KNeighborsClassifier(5),443.99767508666963
DecisionTreeClassifier(),446.0551913227135
GaussianNB,449.0142033734547
BernoulliNB,452.51572546324803
RandomForestClassifier(5_estimators),456.63961334723547
RandomForestClassifier,459.8457121234923
SVM,474.35658408921034
MLPClassifier,482.1253574521728
otimo,484.29929049930604
