Clf,Score
KNeighborsClassifier(2),144.55963322599155
minoritario,144.55963322599155
pessimo,144.8685850295897
rand1,144.92085916452027
rand3,146.68492632334258
rand2,146.804969899168
otimo,147.77064779486477
GaussianNB,147.90496060121777
BernoulliNB,147.90496060121777
KNeighborsClassifier(3),147.90496060121777
KNeighborsClassifier(5),147.90496060121777
KNeighborsClassifier(8),147.90496060121777
DecisionTreeClassifier(),147.90496060121777
RandomForestClassifier(3_estimators),147.90496060121777
RandomForestClassifier(5_estimators),147.90496060121777
RandomForestClassifier,147.90496060121777
SVM,147.90496060121777
MLPClassifier,147.90496060121777
majoritario,147.90496060121777
