Clf,Score
RandomForestClassifier(5_estimators),24.638473631028162
SVM,24.638473631028162
majoritario,24.638473631028162
pessimo,237.8356065816474
rand2,239.5006308073183
rand1,239.77307944630817
minoritario,242.39490251813405
BernoulliNB,244.4345957683046
rand3,246.03080267506058
GaussianNB,248.22763714504373
KNeighborsClassifier(8),251.5900663373704
DecisionTreeClassifier(),251.88000559785542
RandomForestClassifier,254.0283376348608
KNeighborsClassifier(5),255.85338134257574
KNeighborsClassifier(3),256.8229443170405
RandomForestClassifier(3_estimators),257.4135352125925
MLPClassifier,257.6488664214741
KNeighborsClassifier(2),258.50964579626594
otimo,283.7580668942948
