Metodo,Acuracia
GaussianNB,0.17696792078203005
BernoulliNB,0.34824284291523144
KNeighborsClassifier(2),0.5337317068529127
KNeighborsClassifier(3),0.5565309786159692
KNeighborsClassifier(5),0.560268584949347
KNeighborsClassifier(8),0.549233067539536
DecisionTreeClassifier(),0.5554605083702844
RandomForestClassifier(3_estimators),0.5524305225163504
RandomForestClassifier(5_estimators),0.5705872837650103
RandomForestClassifier,0.5980046434620435
SVM,0.5314226628859243
MLPClassifier,0.5570565398595543
rand1,0.14770459081836326
rand2,0.1317365269461078
rand3,0.18562874251497005
majoritario,0.4171656686626746
minoritario,0.07984031936127745
pessimo,0.0
otimo,1.0
