,Discriminacao,Dificuldade,Adivinhacao
V1,5.454,-1.052,0.106
V2,2.697,-3.144,0.118
V3,2.697,-3.144,0.118
V4,6.488,-0.929,0.053
V5,5.025,-1.089,0.058
V6,7.743,-0.888,0.049
V7,-7.807,-0.666,0.001
V8,2.697,-3.144,0.118
V9,-6.414,-0.979,0.653
V10,2.697,-3.145,0.119
V11,2.696,-3.145,0.119
V12,2.918,-0.154,0.224
V13,4.781,-1.267,0.111
V14,2.696,-3.145,0.120
V15,4.781,-1.267,0.112
V16,2.695,-3.145,0.120
V17,2.695,-3.146,0.121
V18,-38.350,-0.853,0.001
V19,-7.240,-0.871,0.134
V20,2.694,-3.146,0.122
V21,3.537,-0.742,0.060
V22,2.694,-3.146,0.122
V23,-8.302,-0.614,0.001
V24,2.693,-3.146,0.122
V25,2.693,-3.146,0.123
V26,-1.787,-1.224,0.002
V27,2.693,-3.147,0.123
V28,-14.213,-0.761,0.302
V29,2.692,-3.147,0.123
V30,2.692,-3.147,0.124
V31,5.308,-0.984,0.067
V32,2.692,-3.147,0.124
V33,9.336,-0.702,0.050
V34,2.691,-3.147,0.124
V35,10.811,0.481,0.318
V36,7.299,-0.808,0.056
V37,2.691,-3.147,0.125
V38,2.691,-3.148,0.125
V39,10.787,0.530,0.550
V40,1.522,-0.929,0.059
V41,6.135,-0.880,0.057
V42,3.163,-1.945,0.054
V43,2.690,-3.148,0.126
V44,3.881,-0.596,0.065
V45,4.777,-1.266,0.117
V46,2.690,-3.148,0.126
V47,0.750,-3.047,0.070
V48,2.689,-3.148,0.127
V49,2.689,-3.148,0.127
V50,-9.487,-1.868,0.068
V51,2.689,-3.149,0.127
V52,2.688,-3.149,0.128
V53,5.025,-1.089,0.058
V54,-0.120,-8.807,0.830
V55,2.926,-0.151,0.226
V56,4.775,-1.266,0.119
V57,-9.339,-1.129,0.545
V58,2.688,-3.149,0.128
V59,9.383,-0.702,0.049
V60,3.163,-1.945,0.055
V61,2.687,-3.149,0.129
V62,3.163,-1.945,0.055
V63,-40.563,-0.733,0.001
V64,-3.616,-1.344,0.685
V65,-2.347,3.673,0.067
V66,-6.178,-0.847,0.001
V67,4.867,-1.254,0.119
V68,2.686,-3.150,0.130
V69,2.686,-3.150,0.130
V70,2.686,-3.150,0.131
V71,-5.351,0.052,0.001
V72,-1.700,-0.825,0.002
V73,2.685,-3.150,0.131
V74,2.685,-3.151,0.131
V75,2.684,-3.151,0.132
V76,2.684,-3.151,0.132
V77,4.772,-1.265,0.123
V78,-8.464,-0.615,0.001
V79,-8.044,-0.992,0.403
V80,2.683,-3.151,0.133
V81,4.772,-1.265,0.123
V82,2.683,-3.152,0.134
V83,2.682,-3.152,0.134
V84,-0.665,-7.484,0.483
V85,2.682,-3.152,0.134
V86,4.771,-1.265,0.125
V87,5.025,-1.089,0.059
V88,2.681,-3.153,0.135
V89,2.681,-3.153,0.135
V90,2.681,-3.153,0.136
V91,1.938,-0.366,0.107
V92,6.562,-0.984,0.052
V93,2.680,-3.153,0.136
V94,-4.681,-0.609,0.002
V95,2.680,-3.153,0.137
V96,2.679,-3.154,0.137
V97,5.439,-1.049,0.123
V98,2.679,-3.154,0.138
V99,6.195,-0.831,0.069
V100,2.678,-3.154,0.138
V101,2.678,-3.154,0.138
V102,4.767,-1.264,0.128
V103,4.767,-1.264,0.129
V104,-5.930,-0.839,0.052
V105,2.239,-0.753,0.068
V106,-1.954,-3.424,0.712
V107,0.611,-2.804,0.143
V108,2.677,-3.155,0.140
V109,8.469,-0.679,0.054
V110,5.333,-0.981,0.061
V111,4.767,-1.264,0.129
V112,-0.343,-3.515,0.487
