Clf,Score
BernoulliNB,361.90410546263706
majoritario,386.3011608913421
otimo,394.83048335261327
RandomForestClassifier,395.400416222511
KNeighborsClassifier(2),395.4223943367556
KNeighborsClassifier(5),395.4439425098742
KNeighborsClassifier(3),395.4647256089874
KNeighborsClassifier(8),395.54760647145076
GaussianNB,395.6048020522438
RandomForestClassifier(5_estimators),395.8197874566353
RandomForestClassifier(3_estimators),395.9751451541502
rand2,396.34425249277416
pessimo,396.5814328937496
rand3,396.5940086070042
rand1,396.64895908257535
DecisionTreeClassifier(),396.9171344021386
SVM,396.9777148092722
minoritario,400.3794478441544
MLPClassifier,400.7332901523845
