Clf,Theta
GaussianNB,-0.0567140772851588
BernoulliNB,1.3627104297754369
KNeighborsClassifier(2),0.250406159906702
KNeighborsClassifier(3),-0.0567140772851588
KNeighborsClassifier(5),-0.0567140772851588
KNeighborsClassifier(8),0.036478245911769513
DecisionTreeClassifier(),-0.0567140772851588
RandomForestClassifier(3_estimators),0.04457889766640607
RandomForestClassifier(5_estimators),0.2627912835993555
RandomForestClassifier,0.05205067885038985
SVM,1.3627104297754369
MLPClassifier,-0.0567140772851588
rand1,0.3310646553156356
rand2,0.22317841329501806
rand3,0.21224046916372566
majoritario,1.3627104297754369
minoritario,-0.0567140772851588
pessimo,0.5494504603885315
otimo,0.024613557898327868
