Metodo,Acuracia
GaussianNB,0.9339999999999999
BernoulliNB,0.8413333333333333
KNeighborsClassifier(2),0.9586666666666666
KNeighborsClassifier(3),0.968
KNeighborsClassifier(5),0.9686666666666666
KNeighborsClassifier(8),0.9673333333333332
DecisionTreeClassifier(),0.7893333333333333
RandomForestClassifier(3_estimators),0.7513333333333333
RandomForestClassifier(5_estimators),0.8333333333333333
RandomForestClassifier,0.9
SVM,0.9339999999999999
MLPClassifier,0.9613333333333334
rand1,0.08
rand2,0.104
rand3,0.094
majoritario,0.1
minoritario,0.1
pessimo,0.0
otimo,1.0
