Clf,Score
BernoulliNB,423.62686264637546
rand3,423.62686264637546
majoritario,436.2889030685876
pessimo,436.2889030685876
rand1,451.15327719147507
rand2,456.41384307788275
GaussianNB,456.8341971587511
minoritario,465.4781007816459
RandomForestClassifier(3_estimators),473.2028098843152
SVM,475.1304699668173
DecisionTreeClassifier(),476.2521880392226
RandomForestClassifier(5_estimators),478.05182124338756
KNeighborsClassifier(5),480.0521032187048
KNeighborsClassifier(8),481.33428413899424
KNeighborsClassifier(3),481.73282513018535
KNeighborsClassifier(2),484.0920594931101
RandomForestClassifier,485.03807839015644
MLPClassifier,495.62300341907127
otimo,495.62300341907127
