Clf,Score
GaussianNB,164.35192760047187
RandomForestClassifier,164.35192760047187
SVM,164.35192760047187
minoritario,164.35192760047187
otimo,164.35192760047187
RandomForestClassifier(5_estimators),175.57907299243954
KNeighborsClassifier(5),178.18122262997588
RandomForestClassifier(3_estimators),178.20037839221095
KNeighborsClassifier(8),178.20040400067262
rand3,178.98798423511332
rand2,186.02212640263545
rand1,187.12072870430646
DecisionTreeClassifier(),188.36416756375678
KNeighborsClassifier(2),188.36416964931075
KNeighborsClassifier(3),188.36416964931075
pessimo,190.33887012523005
BernoulliNB,190.73521823163043
majoritario,190.73521823163043
MLPClassifier,193.25024472226747
