Clf,Score
majoritario,74.1757481607361
minoritario,74.1757481607361
pessimo,74.1757481607361
rand2,74.36517128701396
BernoulliNB,100.31220878281543
rand3,118.09420537100219
rand1,124.90326571643892
GaussianNB,413.59182720324065
KNeighborsClassifier(8),436.9521285719228
DecisionTreeClassifier(),437.8645323108479
KNeighborsClassifier(5),438.2281231777475
SVM,440.95456507290265
KNeighborsClassifier(3),441.40446111794245
KNeighborsClassifier(2),443.66870197929296
RandomForestClassifier(3_estimators),450.08205336838256
RandomForestClassifier,451.29695425463876
RandomForestClassifier(5_estimators),452.57648092581627
MLPClassifier,462.5886626325716
otimo,468.1536116814024
