,Discriminacao,Dificuldade,Adivinhacao
V1,2.608,-1.783,0.066
V2,3.721,-2.721,0.049
V3,4.027,-2.022,0.250
V4,3.671,-1.704,0.092
V5,2.820,-3.021,0.073
V6,2.378,-1.400,0.099
V7,3.845,-0.331,0.194
V8,2.837,-3.371,0.059
V9,2.837,-3.371,0.060
V10,1.836,-0.296,0.129
V11,2.661,-0.840,0.078
V12,2.884,-0.814,0.121
V13,3.722,-1.059,0.109
V14,2.837,-3.371,0.060
V15,2.837,-3.371,0.060
V16,2.856,-1.513,0.063
V17,3.721,-2.721,0.049
V18,1.993,-2.467,0.083
V19,1.345,-1.223,0.092
V20,2.539,-2.314,0.167
V21,4.229,-1.656,0.276
V22,4.229,-1.656,0.277
V23,3.374,-0.762,0.055
V24,2.058,-0.556,0.149
V25,2.837,-3.371,0.060
V26,4.296,-2.584,0.047
V27,3.471,-0.956,0.116
V28,2.060,-0.682,0.084
V29,-0.109,-28.079,0.060
V30,5.393,-1.354,0.094
V31,3.816,-0.490,0.058
V32,3.673,-1.703,0.092
V33,5.393,-1.354,0.094
V34,3.721,-2.721,0.049
V35,-0.340,-8.368,0.028
V36,2.323,-0.692,0.121
V37,1.686,-1.091,0.144
V38,2.107,-0.944,0.184
V39,2.856,-1.513,0.063
V40,1.930,0.289,0.281
V41,2.593,-0.900,0.076
V42,4.229,-1.656,0.277
V43,3.922,-2.573,0.055
V44,4.229,-1.656,0.277
V45,3.603,-1.462,0.105
V46,2.837,-3.371,0.060
V47,3.922,-2.573,0.056
V48,4.229,-1.656,0.277
V49,3.922,-2.573,0.056
V50,1.992,-1.693,0.144
V51,6.173,-1.282,0.161
V52,3.721,-2.721,0.049
V53,4.607,-1.202,0.180
V54,2.837,-3.371,0.060
V55,2.628,-1.287,0.058
V56,7.500,-1.041,0.066
V57,4.229,-1.657,0.278
V58,2.857,-1.512,0.063
V59,5.291,-1.653,0.084
V60,3.922,-2.573,0.056
V61,-0.402,-5.444,0.039
V62,-0.929,-4.649,0.014
V63,3.806,-2.344,0.085
V64,2.379,-1.400,0.099
V65,2.031,-3.196,0.086
V66,4.994,-0.828,0.048
V67,0.931,0.859,0.113
V68,2.837,-3.371,0.061
V69,1.983,-2.471,0.083
V70,2.837,-3.371,0.061
V71,2.611,-0.940,0.060
V72,4.605,-0.992,0.286
V73,3.242,-1.745,0.057
V74,2.402,-1.301,0.086
V75,2.287,-0.975,0.074
V76,2.858,-1.512,0.063
V77,3.430,-2.110,0.071
V78,3.157,-2.751,0.070
V79,4.657,-1.590,0.114
V80,2.380,-1.400,0.099
V81,2.837,-3.371,0.061
V82,0.541,-1.339,0.104
V83,2.837,-3.371,0.061
V84,3.076,-1.471,0.111
V85,1.306,-1.891,0.086
V86,4.628,0.347,0.186
V87,2.836,-3.371,0.061
V88,2.467,-1.247,0.070
V89,1.977,-1.152,0.111
V90,4.605,-0.992,0.286
V91,3.721,-2.721,0.049
V92,3.721,-2.721,0.050
V93,3.157,-2.751,0.070
V94,3.721,-2.721,0.050
V95,1.212,-2.600,0.108
V96,2.541,-2.313,0.168
V97,-0.770,-6.211,0.015
V98,1.164,-0.876,0.089
V99,-0.530,-5.188,0.030
V100,2.836,-3.371,0.061
V101,2.543,-2.312,0.168
V102,2.836,-3.371,0.062
V103,3.721,-2.721,0.050
V104,2.031,-3.196,0.086
V105,5.504,-1.111,0.168
V106,2.381,-1.399,0.099
V107,3.496,-0.863,0.118
V108,4.028,-2.021,0.251
V109,3.156,-2.751,0.070
V110,0.654,-3.337,0.117
V111,2.836,-3.371,0.062
V112,2.097,0.479,0.201
V113,3.179,-0.901,0.116
V114,2.836,-3.371,0.062
V115,5.022,-2.417,0.045
V116,3.721,-2.721,0.050
V117,2.144,-0.788,0.106
V118,2.945,-1.274,0.112
V119,1.149,-1.403,0.110
V120,2.836,-3.371,0.062
V121,5.851,0.073,0.313
V122,-1.297,-4.511,0.007
V123,1.862,-2.002,0.096
V124,2.912,-0.944,0.115
V125,3.721,-2.721,0.050
V126,2.488,-1.557,0.158
V127,-1.454,-4.239,0.237
V128,3.922,-2.573,0.056
V129,4.229,-1.657,0.278
V130,4.142,-0.213,0.319
V131,2.836,-3.371,0.062
V132,2.858,-1.512,0.063
V133,7.173,-1.285,0.072
V134,3.073,-1.001,0.115
V135,5.023,-2.416,0.045
V136,2.836,-3.371,0.062
V137,3.721,-2.721,0.050
V138,4.606,-0.992,0.286
V139,1.159,-0.995,0.102
V140,2.125,-2.020,0.082
V141,1.402,-1.763,0.098
V142,-1.297,-4.512,0.007
V143,3.674,-1.703,0.093
V144,2.836,-3.370,0.063
V145,3.721,-2.721,0.051
V146,2.143,-0.699,0.118
V147,1.503,-0.954,0.115
V148,2.545,-2.311,0.169
V149,3.573,-2.130,0.234
V150,2.251,-1.203,0.068
V151,4.029,-2.021,0.251
V152,2.031,-3.196,0.087
V153,2.293,-0.094,0.147
V154,3.865,-1.213,0.105
V155,3.584,-1.208,0.257
V156,1.147,-0.790,0.136
V157,2.423,-1.287,0.109
V158,4.030,-2.021,0.252
V159,2.836,-3.370,0.063
V160,6.719,-0.605,0.056
V161,3.321,-0.982,0.113
V162,4.229,-1.657,0.278
V163,3.721,-2.721,0.051
V164,3.320,-0.982,0.114
V165,3.807,-2.344,0.085
V166,2.122,-0.942,0.113
V167,3.721,-2.721,0.051
V168,2.859,-1.511,0.063
V169,2.836,-3.370,0.063
V170,5.393,-1.354,0.094
V171,1.249,-0.972,0.113
V172,4.230,-1.657,0.278
V173,2.614,-0.789,0.121
V174,2.427,-1.029,0.140
V175,2.860,-1.511,0.063
V176,2.586,-0.196,0.116
V177,3.721,-2.721,0.051
V178,4.155,-0.051,0.165
V179,-1.304,-3.270,0.012
V180,2.836,-3.370,0.063
V181,3.721,-2.721,0.051
V182,2.213,-0.966,0.144
V183,2.861,-1.511,0.063
V184,2.836,-3.370,0.063
V185,2.702,-1.185,0.115
V186,0.150,3.619,0.130
V187,3.527,-0.843,0.083
V188,2.160,-2.087,0.101
V189,3.721,-2.721,0.051
V190,2.547,-2.310,0.169
V191,4.230,-1.657,0.279
V192,3.922,-2.573,0.056
V193,0.371,8.433,0.254
V194,4.230,-1.657,0.279
V195,2.159,-2.088,0.101
V196,2.354,-1.454,0.155
V197,-0.386,-6.619,0.028
V198,3.721,-2.721,0.052
V199,4.090,-1.194,0.102
V200,1.994,-0.698,0.162
V201,3.675,-1.702,0.093
V202,2.469,-1.663,0.087
V203,3.721,-2.721,0.052
V204,2.500,-3.064,0.077
