Clf,Theta
GaussianNB,1.800019619545728
BernoulliNB,0.40902292815494296
KNeighborsClassifier(2),-1.4911342668043557
KNeighborsClassifier(3),3.3470955134073965
KNeighborsClassifier(5),1.6476893727837914
KNeighborsClassifier(8),2.5041691967148383
DecisionTreeClassifier(),-1.4911342668043557
RandomForestClassifier(3_estimators),2.5383407728426386
RandomForestClassifier(5_estimators),-1.4911342668043557
RandomForestClassifier,2.5383407728426386
SVM,2.5383407728426386
MLPClassifier,0.019437781483294923
rand1,3.3300516927263835
rand2,0.8470000950724107
rand3,3.6602145486115463
majoritario,3.618581338840858
minoritario,3.357470852663138
pessimo,-1.4911342668043557
otimo,57.010134266804364
