Metodo,Acuracia
GaussianNB,0.4881889763779528
BernoulliNB,0.25984251968503935
KNeighborsClassifier(2),0.5669291338582677
KNeighborsClassifier(3),0.6141732283464567
KNeighborsClassifier(5),0.5905511811023622
KNeighborsClassifier(8),0.5905511811023622
DecisionTreeClassifier(),0.7125984251968503
RandomForestClassifier(3_estimators),0.6692913385826772
RandomForestClassifier(5_estimators),0.7283464566929134
RandomForestClassifier,0.7165354330708661
SVM,0.2677165354330709
MLPClassifier,0.6338582677165354
rand1,0.24015748031496062
rand2,0.24803149606299213
rand3,0.23622047244094488
majoritario,0.2559055118110236
minoritario,0.23622047244094488
pessimo,0.0
otimo,1.0
