Clf,Score
minoritario,137.40097689171554
pessimo,137.40097689171554
GaussianNB,164.85552248492033
rand1,174.64147345578158
rand2,180.14976297491313
DecisionTreeClassifier(),180.39890178898682
RandomForestClassifier,181.26247161391822
RandomForestClassifier(5_estimators),182.92507276571695
RandomForestClassifier(3_estimators),186.69070527999972
rand3,187.74814690563696
KNeighborsClassifier(8),192.9526074362075
KNeighborsClassifier(3),193.10112311003016
KNeighborsClassifier(5),194.2644940426152
BernoulliNB,198.38651039777207
KNeighborsClassifier(2),200.05139005235455
SVM,202.19262788474487
MLPClassifier,205.13609312203437
majoritario,210.074962021839
otimo,210.074962021839
