Clf,Theta
GaussianNB,0.027830825376862937
BernoulliNB,-0.5019633137176582
KNeighborsClassifier(2),-1.1623839774322196
KNeighborsClassifier(3),-0.5345946202100724
KNeighborsClassifier(5),-0.9608263517968516
KNeighborsClassifier(8),-1.2172850174452179
DecisionTreeClassifier(),-0.040742129140321166
RandomForestClassifier(3_estimators),-0.7843426160059273
RandomForestClassifier(5_estimators),-0.34178315714106566
RandomForestClassifier,-1.2172850174452179
SVM,-1.2172850174452179
MLPClassifier,-1.2172850174452179
rand1,0.33069945065553863
rand2,0.27103789277305557
rand3,0.38087275984001995
majoritario,-1.2172850174452179
minoritario,3.5282828494970087
pessimo,1.0331138682259466
otimo,-0.2672982184415249
