Clf,Score
minoritario,185.50870574156866
pessimo,185.50870574156866
GaussianNB,200.1245785409293
rand1,204.4910691718832
rand2,206.65797031995163
DecisionTreeClassifier(),206.73851664222957
RandomForestClassifier,207.00548573827095
RandomForestClassifier(5_estimators),207.47293359197474
RandomForestClassifier(3_estimators),208.39405636928228
rand3,208.63890919510416
KNeighborsClassifier(8),209.87262204537237
KNeighborsClassifier(3),209.90825303078105
KNeighborsClassifier(5),210.18329757116635
majoritario,210.69272153673887
otimo,210.69272153673887
BernoulliNB,211.01284043233974
KNeighborsClassifier(2),211.2546798893792
SVM,211.47946532949197
MLPClassifier,211.57444164584956
