Clf,Theta
GaussianNB,0.6088409536672698
BernoulliNB,0.645798544111073
KNeighborsClassifier(2),0.05892978117834595
KNeighborsClassifier(3),-0.13014262700236273
KNeighborsClassifier(5),-0.13014262700236273
KNeighborsClassifier(8),-0.11832578643252908
DecisionTreeClassifier(),-0.13014262700236273
RandomForestClassifier(3_estimators),-0.13014262700236273
RandomForestClassifier(5_estimators),-0.06720796601699604
RandomForestClassifier,0.2595815832729486
SVM,0.01605431081627695
MLPClassifier,1.437138599543712
rand1,-0.13014262700236273
rand2,-0.13014262700236273
rand3,-0.13014262700236273
majoritario,-0.13014262700236273
minoritario,-0.13014262700236273
pessimo,-0.13014262700236273
otimo,1.437138599543712
