Clf,Score
KNeighborsClassifier(3),261.70421700213615
KNeighborsClassifier(5),261.70421700213615
DecisionTreeClassifier(),261.70421700213615
RandomForestClassifier(3_estimators),261.70421700213615
rand1,261.70421700213615
rand2,261.70421700213615
rand3,261.70421700213615
majoritario,261.70421700213615
minoritario,261.70421700213615
pessimo,261.70421700213615
KNeighborsClassifier(8),262.5917043046555
RandomForestClassifier(5_estimators),266.40269732090053
SVM,272.4183211421583
KNeighborsClassifier(2),275.35149519807356
RandomForestClassifier,286.66133505315423
GaussianNB,298.15281721978744
BernoulliNB,298.8855829936226
MLPClassifier,305.4620213536709
otimo,305.4620213536709
