,Discriminacao,Dificuldade,Adivinhacao
V1,2.074,-1.600,0.095
V2,5.202,-0.053,0.691
V3,5.698,-0.984,0.295
V4,1.861,-1.311,0.055
V5,1.054,-1.560,0.053
V6,2.866,-1.794,0.050
V7,5.427,-1.588,0.287
V8,2.165,-2.264,0.057
V9,1.699,-1.719,0.155
V10,2.275,-2.471,0.041
V11,6.843,-0.731,0.101
V12,7.512,-1.092,0.107
V13,4.699,-1.495,0.052
V14,4.400,-1.069,0.014
V15,5.973,-1.557,0.154
V16,2.473,-2.157,0.036
V17,3.722,-1.707,0.059
V18,2.739,-1.264,0.019
V19,6.451,-1.342,0.020
V20,1.813,-1.921,0.064
V21,2.165,-2.264,0.057
V22,5.066,-1.756,0.031
V23,1.917,-2.334,0.060
V24,4.249,-1.259,0.075
V25,2.517,-1.967,0.062
V26,4.951,-1.625,0.400
V27,3.666,-1.166,0.170
V28,5.066,-1.756,0.031
V29,0.769,-1.436,0.074
V30,2.219,-0.667,0.120
V31,2.677,-1.312,0.168
V32,2.165,-2.263,0.057
V33,3.498,-2.446,0.165
V34,3.723,-1.707,0.059
V35,2.093,-2.923,0.045
V36,1.290,-1.409,0.043
V37,5.427,-1.588,0.287
V38,5.419,-1.007,0.288
V39,6.611,-0.955,0.014
V40,1.079,-0.268,0.049
V41,1.887,-2.158,0.059
V42,3.133,-0.845,0.097
V43,4.069,-1.295,0.065
V44,5.067,-1.756,0.031
V45,2.346,-1.836,0.045
V46,2.165,-2.263,0.057
V47,2.275,-2.471,0.041
V48,5.067,-1.756,0.031
V49,2.165,-2.263,0.058
V50,5.068,-1.756,0.031
V51,4.663,-1.492,0.053
V52,2.565,-2.138,0.037
V53,6.513,-1.037,0.486
V54,2.679,-2.124,0.045
V55,2.518,-1.967,0.062
V56,4.066,1.978,0.443
V57,4.602,-1.491,0.053
V58,4.701,-1.495,0.052
V59,2.518,-1.966,0.062
V60,1.975,-1.685,0.313
V61,6.611,-0.955,0.014
V62,5.068,-1.755,0.031
V63,1.879,-2.362,0.058
V64,2.165,-2.263,0.058
V65,1.215,-2.263,0.068
V66,6.096,-1.309,0.139
V67,2.249,-1.985,0.060
V68,2.473,-2.157,0.036
V69,6.096,-1.309,0.139
V70,2.878,-1.076,0.316
V71,1.388,-0.182,0.232
V72,5.068,-1.755,0.031
V73,3.237,-0.907,0.227
