Clf,Score
GaussianNB,6.99993547685389
BernoulliNB,6.99993547685389
KNeighborsClassifier(2),6.99993547685389
KNeighborsClassifier(3),6.99993547685389
KNeighborsClassifier(5),6.99993547685389
KNeighborsClassifier(8),6.99993547685389
DecisionTreeClassifier(),6.99993547685389
RandomForestClassifier(3_estimators),6.99993547685389
RandomForestClassifier(5_estimators),6.99993547685389
RandomForestClassifier,6.99993547685389
SVM,6.99993547685389
MLPClassifier,6.99993547685389
otimo,6.99993547685389
rand1,6.9999848856878595
rand2,6.9999848856878595
rand3,6.9999848856878595
majoritario,6.9999848856878595
minoritario,6.9999848856878595
pessimo,6.9999848856878595
