Clf,Score
minoritario,98.00388554302332
rand2,101.888642217506
pessimo,102.67348866478893
rand1,104.09061696467533
rand3,104.9503351499739
BernoulliNB,111.44173694538414
otimo,112.56625092714533
SVM,126.91885258611705
majoritario,126.91885258611705
DecisionTreeClassifier(),132.34943849727313
GaussianNB,135.1877065722773
KNeighborsClassifier(2),135.1877065722773
KNeighborsClassifier(3),135.1877065722773
KNeighborsClassifier(5),135.1877065722773
KNeighborsClassifier(8),135.1877065722773
RandomForestClassifier(3_estimators),135.1877065722773
RandomForestClassifier(5_estimators),135.1877065722773
RandomForestClassifier,135.1877065722773
MLPClassifier,135.1877065722773
