Clf,Score
pessimo,175.22449781718086
KNeighborsClassifier(3),186.0547774489959
majoritario,186.0547774489959
rand1,203.52999837083613
RandomForestClassifier(3_estimators),203.97472912711447
rand3,221.52152436108736
KNeighborsClassifier(5),223.98559782543552
rand2,230.56196065106627
KNeighborsClassifier(2),236.3277025975197
DecisionTreeClassifier(),238.74048878602753
KNeighborsClassifier(8),238.99964377741682
RandomForestClassifier(5_estimators),239.53375888899873
SVM,239.74141586266612
RandomForestClassifier,242.02241921342497
minoritario,245.35934821089728
BernoulliNB,247.95010314692556
MLPClassifier,255.13816756058677
GaussianNB,256.7651509405812
otimo,265.7903391368615
