Clf,Theta
GaussianNB,2.9534040756731605
BernoulliNB,2.0043783273140208
KNeighborsClassifier(2),1.1807285301420616
KNeighborsClassifier(3),-1.444139342922052
KNeighborsClassifier(5),0.45465605516026286
KNeighborsClassifier(8),1.3388680598978624
DecisionTreeClassifier(),1.323230238708126
RandomForestClassifier(3_estimators),-0.27027754307055024
RandomForestClassifier(5_estimators),1.37141972896907
RandomForestClassifier,1.5313940122060907
SVM,1.3842078198516639
MLPClassifier,2.7430312063894657
rand1,-0.2820259614896104
rand2,0.8389437830059284
rand3,0.32952322734708717
majoritario,-1.444139342922052
minoritario,1.7797750799852223
pessimo,-0.9966282310126122
otimo,8.540613840224932
