,Discriminacao,Dificuldade,Adivinhacao
V200,747.336,-2.474,0.000
V201,2.620,-0.874,0.000
V202,863.788,-1.046,0.000
V203,1.645,-2.081,0.000
V204,-14.254,-0.581,0.000
V205,746.766,-2.477,0.000
V206,-1672.813,-4.081,0.102
V207,611.831,0.678,0.086
V208,504.446,-0.675,0.000
V209,1.078,-3.970,0.000
V210,401.217,-0.682,0.000
V211,159.546,-0.002,0.000
V212,1145.398,-0.232,0.000
V213,0.852,-4.046,0.000
V214,343.467,-2.751,0.000
V215,865.336,-1.047,0.000
V216,0.482,-6.867,0.000
V217,2.766,-1.457,0.000
V218,385.877,-0.677,0.000
V219,865.717,-1.047,0.000
V220,1.288,-3.045,0.000
V221,963.998,-0.001,0.000
V222,618.717,-0.677,0.071
V223,0.444,-5.445,0.000
V224,1863.976,0.264,0.029
V225,1.179,-2.882,0.000
V226,4.206,-0.071,0.000
V227,1429.936,0.133,0.057
V228,749.470,0.679,0.029
V229,821.474,0.680,0.029
V230,5.172,-0.390,0.000
V231,2.818,-0.734,0.000
V232,386.447,-0.677,0.000
V233,451.818,-0.003,0.000
V234,506.200,-2.751,0.000
V235,752.980,-1.705,0.000
V236,506.214,-2.751,0.000
V237,0.748,-4.722,0.000
V238,911.191,1.357,0.021
V239,6.327,0.423,0.056
V240,937.886,-1.105,0.071
V241,866.284,-1.047,0.000
V242,866.472,-1.047,0.000
V243,508.080,-0.675,0.000
V244,965.035,0.680,0.029
V245,866.846,-1.047,0.000
V246,-814.330,-0.678,0.009
V247,745.598,-2.487,0.000
V248,-810.103,-3.829,0.102
V249,-3.404,0.934,0.000
V250,471.921,-0.681,0.000
V251,509.288,-0.675,0.000
V252,867.587,-1.048,0.000
V253,745.742,-2.488,0.000
V254,867.954,-1.048,0.000
V255,839.984,1.358,0.021
V256,6.150,-0.447,0.000
V257,1.060,-3.628,0.000
V258,756.093,-1.702,0.000
V259,161.717,-0.003,0.000
V260,1.120,-3.547,0.000
V261,471.754,-0.681,0.000
V262,390.711,-0.677,0.000
V263,0.648,-4.795,0.000
V264,390.995,-0.677,0.000
V265,403.576,-2.052,0.000
V266,1590.082,0.905,0.021
V267,786.644,-0.001,0.053
V268,1015.945,-0.003,0.105
V269,0.851,-4.047,0.000
V270,1.230,-2.187,0.000
V271,3.689,-1.628,0.000
