Clf,Score
minoritario,272.91561517503646
pessimo,274.1142954183796
rand3,281.69642576657253
rand1,284.42151443945147
rand2,285.36081830229125
GaussianNB,287.52413900963506
KNeighborsClassifier(3),293.0628765766488
DecisionTreeClassifier(),293.6445272354624
otimo,294.3535821865444
RandomForestClassifier(3_estimators),303.66602538069026
RandomForestClassifier(5_estimators),307.89191398804576
BernoulliNB,308.11069760233795
KNeighborsClassifier(2),308.11069760233795
KNeighborsClassifier(5),308.11069760233795
KNeighborsClassifier(8),308.11069760233795
RandomForestClassifier,308.11069760233795
SVM,308.11069760233795
MLPClassifier,308.11069760233795
majoritario,308.11069760233795
