Clf,Score
GaussianNB,424.61606804426964
BernoulliNB,424.61606804426964
majoritario,424.61606804426964
pessimo,445.3994248693441
rand1,454.34401554655875
rand3,457.40689597900774
rand2,462.6652289100423
minoritario,463.26407269482894
KNeighborsClassifier(2),467.74403725008085
KNeighborsClassifier(8),468.22244175514004
KNeighborsClassifier(5),468.22638803450656
KNeighborsClassifier(3),470.15776047632386
SVM,475.07236443705773
RandomForestClassifier(3_estimators),483.3866150037531
RandomForestClassifier,485.2400767181534
DecisionTreeClassifier(),487.67182238020763
RandomForestClassifier(5_estimators),488.36625841121366
otimo,488.46668059768024
MLPClassifier,488.53554758112136
