Metodo,Acuracia
GaussianNB,0.8197278911564625
BernoulliNB,0.7805272108843536
KNeighborsClassifier(2),0.605017006802721
KNeighborsClassifier(3),0.6522959183673469
KNeighborsClassifier(5),0.6832908163265305
KNeighborsClassifier(8),0.6668367346938775
DecisionTreeClassifier(),0.7784438775510203
RandomForestClassifier(3_estimators),0.8178996598639456
RandomForestClassifier(5_estimators),0.8218112244897957
RandomForestClassifier,0.8447278911564625
SVM,0.5525085034013605
MLPClassifier,0.768154761904762
rand1,0.5072463768115942
rand2,0.5410628019323671
rand3,0.4782608695652174
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
