Clf,Theta
GaussianNB,1.9077559228340144
BernoulliNB,1.1410001797323635
KNeighborsClassifier(2),2.1857671991452157
KNeighborsClassifier(3),2.0974082152815616
KNeighborsClassifier(5),2.163918775119299
KNeighborsClassifier(8),2.190303443195024
DecisionTreeClassifier(),1.7952300088831905
RandomForestClassifier(3_estimators),1.3585842279936826
RandomForestClassifier(5_estimators),1.366560450479944
RandomForestClassifier,2.1392546442348848
SVM,2.3649966749512825
MLPClassifier,1.6855409368423984
rand1,1.2788892883282692
rand2,1.3585641372854704
rand3,1.719747672501131
majoritario,2.3649966749512825
minoritario,1.1410001797323635
pessimo,1.3652466223514574
otimo,1.4347875937480428
