Metodo,Acuracia
GaussianNB,0.8492492492492494
BernoulliNB,0.7371621621621622
KNeighborsClassifier(2),0.8217717717717719
KNeighborsClassifier(3),0.818918918918919
KNeighborsClassifier(5),0.8382132132132133
KNeighborsClassifier(8),0.8354354354354354
DecisionTreeClassifier(),0.808033033033033
RandomForestClassifier(3_estimators),0.8162912912912912
RandomForestClassifier(5_estimators),0.8328078078078078
RandomForestClassifier,0.829954954954955
SVM,0.7941441441441441
MLPClassifier,0.6974474474474475
rand1,0.5159235668789809
rand2,0.6050955414012739
rand3,0.5222929936305732
majoritario,0.7961783439490446
minoritario,0.20382165605095542
pessimo,0.0
otimo,1.0
